mesh_descriptor_ui,mesh_descriptor
D001665,Binding Sites
D000089742,Doublecortin-Like Kinases
D053841,Electroosmosis
D009995,Osmosis
D002542,Intracranial Embolism and Thrombosis
D000088942,Technology Addiction
D000091102,YAP-Signaling Proteins
D012975,Sodium Isotopes
D000520,alpha-Glucosidases
D004973,Estrus Synchronization
D004171,Diploidy
D053702,"Receptors, Interleukin-11"
D008168,Lung
D000094664,Seminal Proteins
D000074060,Bronchial Thermoplasty
D056631,Colony Collapse
D034182,Cuscuta
D006088,Gram-Negative Aerobic Bacteria
D011253,Pregnancy in Adolescence
D002701,Chloramphenicol
D007620,Karyometry
D000077407,Cilostazol
D016547,Kinesins
D034702,RNA-Binding Protein FUS
D017821,Boidae
D031347,Prunella
D005116,Extrapyramidal Tracts
D006525,"Hepatitis, Viral, Human"
D051537,Hepatocyte Nuclear Factor 1
D000074263,Coconut Oil
D036383,Ephrin-A2
D010554,Personality Disorders
D000784,"Aneurysm, Dissecting"
D037341,Fumonisins
D004360,"Drug Therapy, Computer-Assisted"
D018799,Intercellular Adhesion Molecule-1
D020085,Neocallimastigales
D010099,Oxyfedrine
D059020,Suicidal Ideation
D014538,Uridine Diphosphate N-Acetylmuramic Acid
D005866,Gestonorone Caproate
D036703,Blastula
D011451,Prostaglandin-Endoperoxide Synthases
D058126,Balanced Anesthesia
D003539,Cystaphos
D033903,Periplasmic Proteins
D014525,Urethral Stricture
D003588,"Cytopathogenic Effect, Viral"
D018290,Cervical Intraepithelial Neoplasia
D000091622,Weight Cycling
D005854,Germ Cells
D003639,"Hearing Loss, Sudden"
D014615,Vaccinia
D010091,Oximes
D064127,Aurora Kinases
D018650,Arnica
D017941,"Coronavirus, Rat"
D011759,Pyrrolidines
D014602,Uvea
D016110,Epidermolysis Bullosa Simplex
D000080532,Alouatta caraya
D026684,Personal Autonomy
D010289,"Parenteral Nutrition, Total"
D013407,Sulbactam
D062485,Breath Holding
D011662,Pulmonary Subvalvular Stenosis
D018522,Gravitropism
D016937,Gram-Positive Endospore-Forming Rods
D000445,Aldehyde Oxidoreductases
D015007,Yersinia
D008428,Maternal Mortality
D000478,Alkylation
D009310,"National Health Insurance, United States"
D000097103,Digital Health
D031742,Coix
D058016,Health Facility Administration
D047788,American Revolution
D002385,Cataplexy
D004801,Eosine Yellowish-(YS)
D055966,Nipple Aspirate Fluid
D001604,Berlin
D016852,Housing for the Elderly
D006770,"Hospitals, Group Practice"
D013819,Thermoluminescent Dosimetry
D005672,Fusidic Acid
D054329,Carbasugars
D058975,Folate Receptor 1
D013686,Telemetry
D050501,Nostoc commune
D002012,Bruxism
D019917,Blood Vessel Prosthesis Implantation
D051416,Focal Adhesion Protein-Tyrosine Kinases
D003208,Concanavalin A
D001738,Biuret Reaction
D000076642,Desulfovibrionales
D002692,Chlamydia trachomatis
D000093782,Lysimachia
D045643,DNA Repair Enzymes
D014370,Tsetse Flies
D006043,"Goiter, Endemic"
D053143,Caspase 2
D064167,Recommended Dietary Allowances
D044343,Overnutrition
D019545,Intuition
D054023,"Lasers, Semiconductor"
D018143,Lymphocryptovirus
D063308,Myelin-Oligodendrocyte Glycoprotein
D000082563,Open Field Test
D012315,RNA Caps
D000072018,Audiologists
D007808,Language Therapy
D010761,Phosphorus Radioisotopes
D028181,Viscum
D002165,Camping
D014592,Uterine Hemorrhage
D057049,Thrombotic Microangiopathies
D016927,Mycobacterium avium subsp. paratuberculosis
D001643,Bridged Bicyclo Compounds
D002126,Calcium Hydroxide
D046729,"Colitis, Collagenous"
D058117,Neural Prostheses
D000544,Alzheimer Disease
D025962,Septo-Optic Dysplasia
D020384,Acidic Glycosphingolipids
D000075923,Wildfires
D000095483,Super Enhancers
D017781,"Genes, Immediate-Early"
D000067496,Spirit Possession
D004625,"Embryo, Nonmammalian"
D056735,Autoimmune Lymphoproliferative Syndrome
D003787,Dental Pulp Devitalization
D062606,Tertiary Care Centers
D013723,Teratogens
D008973,Tenericutes
D000755,"Anemia, Sickle Cell"
D019804,Mesalamine
D053564,"Keratins, Hair-Specific"
D014884,Waterhouse-Friderichsen Syndrome
D003406,Credentialing
D006751,Hospital Information Systems
D017697,Premenopause
D000097423,Peroxidasin
D002006,Brucellosis
D049452,Green Fluorescent Proteins
D012059,"Rejection, Psychology"
D009997,Osmotic Pressure
D055100,Optical Fibers
D050316,Medical Order Entry Systems
D059270,Petrositis
D008200,Lymphangiectasis
D000071119,ADAMTS9 Protein
D064906,Qigong
D018664,Interleukin-12
D024522,"Genes, BRCA2"
D032125,Litchi
D007777,Lactobacillaceae
D008263,Macrophage Migration-Inhibitory Factors
D038262,Auditory Brain Stem Implants
D050397,"Radiotherapy, Intensity-Modulated"
D005395,Fish Oils
D017336,Loratadine
D018244,"Chromosomes, Artificial, Yeast"
D013466,Sulfurtransferases
D000078703,Radiofrequency Ablation
D004749,Entamoebiasis
D006746,"Hospital Bed Capacity, 500 and over"
D005739,Gas Poisoning
D059845,HLA-DRB4 Chains
D057134,"Antibodies, Neutralizing"
D058786,GABA-B Receptor Agonists
D011524,Protoporphyrins
D013357,Subgingival Curettage
D004782,Environmental Health
D019880,Aldehyde-Ketone Transferases
D009118,Muscimol
D000077210,Sunitinib
D000071736,Stromal Interaction Molecules
D002027,Bufotenin
D060588,LIM Domain Proteins
D000080084,Calicheamicins
D015341,Nucleic Acid Probes
D013420,Sulfamethoxazole
D031288,Chamaecrista
D000076142,Virtual Reality
D000068538,Dutasteride
D017482,"Receptors, Thromboxane"
D017838,Bungarus
D018576,Home Health Aides
D017126,Bacteriophage phi 6
D001995,Bronchography
D012822,Silicon Dioxide
D059870,HLA-A11 Antigen
D059786,Abnormal Karyotype
D007492,Iran
D004111,Dimenhydrinate
D000077204,Temozolomide
D014797,Vital Capacity
D006920,Hygiene
D008434,Matrix Bands
D034822,Commelina
D004712,Endolymphatic Sac
D001231,Aspergillus flavus
D000067399,Abnormal Involuntary Movement Scale
D017563,"Lung Diseases, Interstitial"
D055456,Nodal Signaling Ligands
D000083422,Virome
D035422,Pleural Cavity
D000298,"Adolescent, Hospitalized"
D000095644,Intestinal Barrier Function
D056987,Vasoplegia
D012404,Round Ligament of Uterus
D001922,Brain Abscess
D003423,"Critical Period, Psychological"
D012250,Rheum
D011937,Reality Therapy
D010587,Phagocytosis
D015926,Complement C3a
D013137,Spiral Lamina
D019666,Rubiaceae
D049269,Videoconferencing
D051544,Cytochrome P-450 CYP3A
D007801,Langerhans Cells
D027561,Salvia miltiorrhiza
D000092843,Tobacco Control
D019106,Postoperative Hemorrhage
D000072280,"Bacteria, Thermoduric"
D009841,Oligonucleotides
D003286,Contracture
D014557,Urobilin
D004955,"Esthetics, Dental"
D009586,Nitrogen Fixation
D000876,Anthramycin
D029861,Tamarindus
D020839,"Son of Sevenless Protein, Drosophila"
D040362,Geographic Information Systems
D056145,Freshwater Biology
D017255,Acitretin
D062385,Hydroxybenzoates
D042942,3-Methyl-2-Oxobutanoate Dehydrogenase (Lipoamide)
D004860,"Infectious Anemia Virus, Equine"
D013214,Starch Synthase
D031410,Fritillaria
D012976,Sodium Morrhuate
D002401,Cathepsin B
D052201,Lactobacillus rhamnosus
D000090043,Abdominal Core
D005597,"Fractures, Open"
D011784,Quail
D009497,Neurotic Disorders
D014505,Urban Population
D060734,Nacre
D006306,Health Surveys
D003416,Criminal Law
D050548,"Catechol 1,2-Dioxygenase"
D052756,Nutritional Sciences
D029363,"Organic Anion Transporters, Sodium-Dependent"
D007090,"Image Interpretation, Computer-Assisted"
D013525,Surgical Instruments
D002918,Chymotrypsin
D000073938,Risk Evaluation and Mitigation
D004107,Dilatation and Curettage
D013974,Thyroxine
D052584,Xylem
D014768,Virginia
D055371,Acute Lung Injury
D015199,Extracorporeal Membrane Oxygenation
D034722,Heterogeneous-Nuclear Ribonucleoprotein U
D000073316,Addiction Medicine
D000076282,Composting
D007412,Intestinal Fistula
D009597,4-Nitrophenylphosphatase
D065130,Endothelin A Receptor Antagonists
D016285,Iloprost
D020555,GTP-Binding Protein Regulators
D051562,Proto-Oncogene Proteins c-bcr
D012882,Skin Tests
D037981,Neck Dissection
D000077463,Carbamide Peroxide
D018401,Sample Size
D041242,Vibrio cholerae O139
D000069079,Radiation Exposure
D017831,"Diagnosis, Dual (Psychiatry)"
D010414,Pennsylvania
D006898,Hydroxylamines
D001452,Balneology
D010066,Ovum Transport
D013112,Spiders
D011316,Preventive Psychiatry
D020575,Oncogene Proteins v-sis
D000097767,Mitogen-Activated Protein Kinase Kinase Kinase 11
D000096724,Mosquito-Borne Diseases
D053202,"Urinary Incontinence, Urge"
D004316,Doxepin
D000086482,Viral Genome Packaging
D056584,Leuconostocaceae
D008475,Median Nerve
D000072638,Patient Portals
D032842,Emericella
D050216,"Metabolic Detoxication, Phase I"
D013437,Carbon-Sulfur Lyases
D008054,Lipid Peroxides
D011565,Psoriasis
D049148,Aminoacylation
D029761,Garcinia cambogia
D002399,Catharsis
D010550,Personal Space
D016512,Ankle Injuries
D005374,Filtration
D009542,Niemann-Pick Diseases
D000625,Aminooxyacetic Acid
D009845,Oligospermia
D000083942,Sexual Arousal
D000077236,Topiramate
D020909,Acarbose
D000222,"Adaptation, Physiological"
D002983,Clinical Competence
D014407,"Tumor Cells, Cultured"
D002783,Cholestenones
D003031,Coal
D010260,Paranoid Personality Disorder
D012284,Rickettsia rickettsii
D010590,Phalloidine
D045102,Methylenetetrahydrofolate Dehydrogenase (NAD+)
D025102,Myosin Type III
D000075387,Smoking Water Pipes
D000081324,Veterans Health Services
D017843,Ligamentum Flavum
D051668,Delayed Rectifier Potassium Channels
D051929,CD146 Antigen
D004617,Embolism
D050527,Mesangial Cells
D007002,Hypoglossal Nerve
D018067,Flaviviridae
D000077192,Adenocarcinoma of Lung
D058871,Organic Agriculture
D047070,"Bandages, Hydrocolloid"
D057176,Compassionate Use Trials
D009300,Nasal Septum
D000077555,Methylprednisolone Acetate
D016273,Occupational Exposure
D018395,CA-19-9 Antigen
D000074385,Food Ingredients
D001693,"Biological Transport, Active"
D023701,Smegmamorpha
D017865,Tospovirus
D057605,Natural Orifice Endoscopic Surgery
D053340,Xedar Receptor
D000460,Chlorophyta
D049890,Spisula
D051147,Ganglioside Galactosyltransferase
D051358,Cyclin-Dependent Kinase 4
D007948,"Leukemia, Monocytic, Acute"
D017365,Spices
D061987,Sf9 Cells
D009803,Sphincter of Oddi
D008946,Mitral Valve Stenosis
D016162,"Genes, Wilms Tumor"
D000075943,Apolipoproteins L
D000067493,Dynamic Light Scattering
D065701,Cytochrome P-450 CYP3A Inducers
D053586,Virus Internalization
D050657,Core Binding Factor alpha Subunits
D008331,Management Information Systems
D053836,"DNA Degradation, Necrotic"
D020732,Cytogenetic Analysis
D000091902,Drought Resistance
D000378,Agonistic Behavior
D000081,Acetamides
D018894,Reverse Transcriptase Inhibitors
D017335,Enoximone
D000831,"Animals, Newborn"
D036223,"Receptor, EphB3"
D000079245,Dry Needling
D013029,Space-Time Clustering
D009988,Orthoptics
D008533,Megakaryocytes
D009731,Nursing Audit
D013352,Subcutaneous Emphysema
D050438,"Genes, Immunoglobulin Heavy Chain"
D017480,"Receptors, sigma"
D018551,Lycopersicon esculentum
D003218,Condylomata Acuminata
D058495,Sotos Syndrome
D017592,Skin Care
D013018,Sound Spectrography
D010319,Parturient Paresis
D000067777,ELAV-Like Protein 2
D014186,Transportation
D020685,Colonoscopes
D056547,"CA1 Region, Hippocampal"
D016887,Cardiopulmonary Resuscitation
D054457,Tissue Scaffolds
D012675,Senegal
D055107,Suntan
D054391,"Lymphoma, Extranodal NK-T-Cell"
D004301,Doppler Effect
D047629,Estrogen Receptor beta
D016549,United States Indian Health Service
D016483,"Lymphoma, AIDS-Related"
D004259,DNA-Directed DNA Polymerase
D056740,Olecranon Process
D001338,"Autonomic Fibers, Postganglionic"
D016533,Mycological Typing Techniques
D010309,Parotitis
D017179,Brugia pahangi
D006579,Heterozygote
D056914,Genomic Structural Variation
D056824,Upper Extremity Deep Vein Thrombosis
D013477,Superior Colliculi
D016019,Survival Analysis
D055324,Eupenicillium
D044522,Characeae
D006222,Hamartoma
D015698,Genomic Library
D011802,Quinidine
D045022,Lactate Dehydrogenases
D000073336,Whole Genome Sequencing
D000095027,Overtraining Syndrome
D017593,Kleine-Levin Syndrome
D051541,Hepatocyte Nuclear Factor 3-alpha
D050612,Fatty Acid Transport Proteins
D048170,Streptomyces lividans
D000076623,Flacourtia
D014657,Vasculitis
D019298,Glucose-6-Phosphate
D000071217,Infradian Rhythm
D031567,Liriodendron
D010882,Piperonyl Butoxide
D004379,Duodenal Neoplasms
D000390,Air Ionization
D065833,Trapezoid Body
D010755,Organophosphates
D018833,Chaperonins
D000667,Ampicillin
D016108,Epidermolysis Bullosa Dystrophica
D014340,Trusses
D019003,Deoxyribonuclease HpaII
D000708,Anaplasia
D058609,Visual Field Tests
D053938,DNA Fragmentation
D001203,Ascomycota
D029843,Suregada
D051243,Caveolin 2
D010041,Otters
D002741,Chlorotrianisene
D011647,Puerto Rico
D009321,Natural Childbirth
D012659,Semantic Differential
D027682,Cation Transport Proteins
D014890,Granulomatosis with Polyangiitis
D001273,Atmosphere Exposure Chambers
D000081762,Human-Animal Interaction
D054657,Ribosome Subunits
D019567,Back Injuries
D013441,Sulfinic Acids
D060528,Wnt4 Protein
D060149,Tetraspanin 30
D014530,Uridine Diphosphate
D061845,Smoke-Free Policy
D047150,Eosinophil Cationic Protein
D010316,Particle Size
D033501,Crangonidae
D015882,"Retinal Necrosis Syndrome, Acute"
D000069582,Eszopiclone
D037141,Mandatory Programs
D003070,Coformycin
D000072080,Anesthesiologists
D001087,Arabinonucleosides
D011441,Propylthiouracil
D021041,Placental Circulation
D001764,Blepharospasm
D062885,Urinary Catheters
D053484,RecQ Helicases
D004184,Dirofilariasis
D004158,Diphenylacetic Acids
D050487,Glycine Plasma Membrane Transport Proteins
D017144,Focus Groups
D000569,Americas
D005617,"Chlorofluorocarbons, Methane"
D064108,Aurora Kinase C
D001177,"Arthropathy, Neurogenic"
D001433,Bacteriolysis
D004500,"Education, Graduate"
D053245,RANK Ligand
D010196,Pancreatic Elastase
D005563,Formic Acid Esters
D014124,"Toxoplasmosis, Animal"
D017840,Daboia
D015000,Yawning
D045462,Endothelium-Dependent Relaxing Factors
D003560,Cysts
D000066889,Triticale
D010610,Pharyngeal Neoplasms
D009830,Olfactory Bulb
D055573,Acid Ceramidase
D007467,Iodoproteins
D000223,"Adaptation, Psychological"
D000077342,Post-Lyme Disease Syndrome
D017018,Methanomicrobiales
D000074008,MDS1 and EVI1 Complex Locus Protein
D009184,Mydriatics
D000068116,Gender Dysphoria
D001412,Bacillus subtilis
D018774,Oncogene Proteins v-erbA
D010809,Physical Fitness
D015623,"Diet, Macrobiotic"
D033321,Isopoda
D015823,Acanthamoeba Keratitis
D007135,Immunoglobulin Variable Region
D015373,Bacterial Typing Techniques
D014566,Urogenital System
D064687,Diarylquinolines
D000086969,Viral Replication Compartments
D024462,Myosin Type II
D018198,"Mixed Tumor, Malignant"
D022163,Clathrin-Coated Vesicles
D022801,Complementarity Determining Regions
D018402,Manduca
D012939,Social Planning
D004887,Erysipeloid
D017622,Periodontal Attachment Loss
D025622,Bacteriophage PRD1
D014896,Welding
D005106,Exploratory Behavior
D014107,Tosyllysine Chloromethyl Ketone
D005097,"Exostoses, Multiple Hereditary"
D050956,HSP40 Heat-Shock Proteins
D050491,Glutamate Plasma Membrane Transport Proteins
D002429,Cecal Diseases
D054459,Elasticity Imaging Techniques
D014455,Ukraine
D016669,Erythrocebus
D001816,Bloom Syndrome
D022341,Yellow Fever Vaccine
D014349,Trypanosoma cruzi
D000250,Adenosine Phosphosulfate
D003186,Complement C9
D000079923,Copper Transporter 1
D045793,Mycoplasma iowae
D058430,Humeral Head
D000083023,Colitis-Associated Neoplasms
D010672,Phenytoin
D006009,Glycogen Storage Disease Type II
D015531,Radioimmunoprecipitation Assay
D022861,Hermanski-Pudlak Syndrome
D007413,Intestinal Mucosa
D066252,Sociological Factors
D019563,Mechanics
D011828,Radiation Chimera
D032405,Patrinia
D000070416,Antagomirs
D020849,Raloxifene Hydrochloride
D020145,Basal Ganglia Hemorrhage
D012266,Ribose
D024102,Collagen Type VIII
D039564,Integrin alphaV
D012586,Science
D006323,Heart Arrest
D000071316,Forkhead Box Protein O3
D039563,"Histamine H1 Antagonists, Non-Sedating"
D000078646,Diaries as Topic
D011003,Ploidies
D013177,Sports
D015037,Zinc Radioisotopes
D016844,Blastocystis
D007102,Immersion Foot
D010524,Peripheral Nervous System Neoplasms
D053454,Caspase 12
D016500,Color Therapy
D062526,Patient Navigation
D017410,Practice Guidelines as Topic
D020043,"Genes, Essential"
D005905,Glyburide
D007927,Lesotho
D006574,"Heterocyclic Compounds, 2-Ring"
D018969,Insulin-Like Growth Factor Binding Proteins
D000071198,Pyrin
D002921,Cicatrix
D015424,Reperfusion
D001209,"Asia, Central"
D014988,Xipamide
D029598,Passiflora
D000092025,Rapid Diagnostic Tests
D004046,Dietetics
D000097572,Cefpirome
D020842,Plasma Kallikrein
D000095225,East Asian People
D056746,Cyclin G
D019870,1-Phosphatidylinositol 4-Kinase
D002684,Chiropractic
D004995,"Ethics, Professional"
D002350,"Carpus, Animal"
D015773,Enalaprilat
D000073376,Epileptic Syndromes
D057765,Eosinophilic Esophagitis
D058582,Double-Balloon Enteroscopy
D010796,Phthalic Anhydrides
D051271,"Headache Disorders, Secondary"
D013938,Thymidine Monophosphate
D013338,"Students, Nursing"
D044786,S-Phase Kinase-Associated Proteins
D006254,Hawaii
D018281,Cholangiocarcinoma
D010357,Patient Isolators
D050543,Phosphoglycerate Dehydrogenase
D001937,Brassica
D019638,Methanomicrobiaceae
D008426,Maternal Deprivation
D041382,"Diapers, Adult"
D029842,Phyllanthus emblica
D049293,MedlinePlus
D013197,Stanozolol
D039861,Prokaryotic Initiation Factor-1
D006010,Glycogen Storage Disease Type III
D008992,Monkey Diseases
D011301,Preoptic Area
D003982,Dibekacin
D000096283,Brain Drain
D011887,Raffinose
D054869,Clinical Audit
D013361,Sublingual Gland
D012376,Rodent Diseases
D016081,Moon
D000077320,Biomineralization
D002413,"Cations, Divalent"
D000073869,Tobacco Smoking
D000077144,Clopidogrel
D005030,Ethylenes
D026503,Low Density Lipoprotein Receptor-Related Protein-1
D032062,Gardenia
D000068736,Duloxetine Hydrochloride
D007933,Leucomycins
D005827,"Genetics, Microbial"
D047490,Retinoid X Receptor alpha
D029263,Seoul virus
D011406,Propaganda
D011239,Prednisolone
D013885,Thiosulfates
D014203,Tremorine
D002759,"Adenoma, Bile Duct"
D017499,Porokeratosis
D055095,Optics and Photonics
D010274,Parasitology
D008441,Maxillary Neoplasms
D048054,Mitogen-Activated Protein Kinase 7
D000072466,Cognitive Remediation
D054366,Agouti Signaling Protein
D000076084,Ubiquitin-Specific Peptidase 7
D027741,Ipomoea
D025202,Molecular Diagnostic Techniques
D000089183,Axial Spondyloarthritis
D017686,Oncorhynchus mykiss
D000089002,Andrographis paniculata
D014565,Urogenital Neoplasms
D055686,Metabolic Equivalent
D010154,Pakistan
D018343,"Receptors, Adrenergic, beta-2"
D001201,Ascites
D058533,Sex Chromosome Disorders of Sex Development
D054086,KATP Channels
D013423,Sulfamoxole
D011832,Radiation Injuries
D002455,Cell Division
D000077502,Glymphatic System
D000089842,Xenotropic and Polytropic Retrovirus Receptor
D008486,Physician Executives
D014060,Tongue Diseases
D007071,"Immunoglobulin A, Secretory"
D011753,Pyrones
D018237,Germinoma
D015061,"1,4-alpha-Glucan Branching Enzyme"
D007651,Keto Acids
